re_Code;re_Text;re_CodeF;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
961429;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 18 bis 20 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.29;0;0;1
96142a;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 20 bis 22 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2a;0;0;1
96142b;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 22 bis 24 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2b;0;0;1
96142c;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 24 bis 26 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2c;0;0;1
96142d;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 26 bis 28 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2d;0;0;1
96142e;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 28 bis 30 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2e;0;0;1
96142f;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 30 bis 32 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2f;0;0;1
96142g;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 32 bis 34 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2g;0;0;1
96142h;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 34 bis 36 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2h;0;0;1
96142j;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 36 bis 38 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2j;0;0;1
96142k;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 38 bis 40 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2k;0;0;1
96142m;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 40 bis 42 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2m;0;0;1
96142n;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 42 bis 44 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2n;0;0;1
96142p;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 44 bis 46 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2p;0;0;1
96142q;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 46 bis 48 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-614.2q;0;0;1
96142r;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 1 bis 2 Merkmalen: mehr als 48 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten pro Woche;9-614.2r;0;0;1
96150;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: Intensivbehandlung ohne Therapieeinheiten pro Woche;9-615.0;0;0;1
961510;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit 1/12 bis 2 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-615.10;0;0;1
961511;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit mehr als 2 bis 4 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-615.11;0;0;1
961512;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit mehr als 4 bis 6 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-615.12;0;0;1
961513;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit mehr als 6 bis 8 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-615.13;0;0;1
961514;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit mehr als 8 bis 10 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-615.14;0;0;1
961515;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit mehr als 10 bis 12 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-615.15;0;0;1
961516;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit mehr als 12 bis 14 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-615.16;0;0;1
961520;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mit 1/12 bis 2 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachten Therapieeinheiten pro Woche;9-615.20;0;0;1
961521;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 2 bis 4 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten pro Woche;9-615.21;0;0;1
961522;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 4 bis 6 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten pro Woche;9-615.22;0;0;1
961523;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 6 bis 8 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten pro Woche;9-615.23;0;0;1
961524;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 8 bis 10 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.24;0;0;1
961525;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 10 bis 12 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.25;0;0;1
961526;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 12 bis 14 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.26;0;0;1
961527;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 14 bis 16 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.27;0;0;1
961528;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 16 bis 18 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.28;0;0;1
961529;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 18 bis 20 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.29;0;0;1
96152a;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 20 bis 22 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2a;0;0;1
96152b;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 22 bis 24 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2b;0;0;1
96152c;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 24 bis 26 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2c;0;0;1
96152d;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 26 bis 28 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2d;0;0;1
96152e;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 28 bis 30 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2e;0;0;1
96152f;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 30 bis 32 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2f;0;0;1
96152g;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 32 bis 34 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2g;0;0;1
96152h;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 34 bis 36 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2h;0;0;1
96152j;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 36 bis 38 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2j;0;0;1
96152k;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 38 bis 40 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2k;0;0;1
96152m;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 40 bis 42 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2m;0;0;1
96152n;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 42 bis 44 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2n;0;0;1
96152p;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 44 bis 46 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2p;0;0;1
96152q;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 46 bis 48 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2q;0;0;1
96152r;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 3 bis 4 Merkmalen: mehr als 48 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-615.2r;0;0;1
96160;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: Intensivbehandlung ohne Therapieeinheiten pro Woche;9-616.0;0;0;1
961610;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mit 1/12 bis 2 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-616.10;0;0;1
961611;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mit mehr als 2 bis 4 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-616.11;0;0;1
961612;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mit mehr als 4 bis 6 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-616.12;0;0;1
961613;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mit mehr als 6 bis 8 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-616.13;0;0;1
961614;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mit mehr als 8 bis 10 durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten pro Woche;9-616.14;0;0;1
961620;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mit 1/12 bis 2 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.20;0;0;1
961621;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 2 bis 4 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.21;0;0;1
961622;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 4 bis 6 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.22;0;0;1
961623;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 6 bis 8 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.23;0;0;1
961624;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 8 bis 10 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.24;0;0;1
961625;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 10 bis 12 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.25;0;0;1
961626;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 12 bis 14 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.26;0;0;1
961627;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 14 bis 16 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.27;0;0;1
961628;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 16 bis 18 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.28;0;0;1
961629;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 18 bis 20 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.29;0;0;1
96162a;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 20 bis 22 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.2a;0;0;1
96162b;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 22 bis 24 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.2b;0;0;1
96162c;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 24 bis 26 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.2c;0;0;1
96162d;Intensivbehandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Erwachsenen, bei Patienten mit 5 und mehr Merkmalen: mehr als 26 bis 28 durch Spezialtherapeuten und/oder Pflegefachpersonen erbrachte Therapieeinheiten/Woche;9-616.2d;0;0;1
